LocalTimestamp,MessageType,Cause
2018-09-18T15:14:45.331+0100,StatusMsg,002
2018-09-18T15:18:15.199+0100,GetBlockHeadersMsg,004
2018-09-18T15:19:45.331+0100,StatusMsg,002
2018-09-18T15:20:45.331+0100,StatusMsg,002
2018-09-18T15:20:45.331+0100,StatusMsg,002
2018-09-18T15:20:45.331+0100,StatusMsg,002
2018-09-18T15:20:45.331+0100,BlockHeadersMsg,005
2018-09-18T15:20:45.331+0100,BlockHeadersMsg,006
2018-09-18T15:20:45.331+0100,BlockHeadersMsg,006
